Sample	filename	run_id	sample_id	treatment	tube_contents	expt	directory	expt_no	new_filename	optimization_only	Reads_sequenced	Reads_mapped	Unique_reads_mapped	Percent_mapped_reads	avg_quality	dinucleotide_repeats	mononucleotide_repeats	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result	Genome_coverage	Positive_chromosomes	Proportion_with_neighbours
expt03_F41D1	unfrozen_4np_f41d1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41D1	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41D1.fastq.gz	False	3324211	1896078	1293931	57.03	33.5537425272	0	0.0	7.25673556098	9.47842833601	79.3297198563	16.9476045824	6.93	0.237258522445	0.162348522637	14	0.866076269655
expt09_H3-2	large-kit_4np_h3-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	H3-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_H3-2.fastq.gz	False	4700909	2855851	2056318	60.75	33.4688820822	0	0.0	0.00799840031994	13.8142371526	80.373925215	18.1093781244	9.62	0.291941611678	0.255024793873	16	0.90916412587
expt09_C4-2	large-kit_4np_c4-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	C4-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_C4-2.fastq.gz	False	4783004	3022752	2247679	63.19	33.5160752531	0	0.0	0.00903197318508	11.1835899083	84.106737852	19.5301366839	8.44	0.265941432672	0.352615827	17	0.915997503641
expt10_H6	cresyl-violet_4np_h6.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	H6	cresyl-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_H6.fastq.gz	False	5320878	1396886	1054928	26.25	33.9566834646	0	0.0	9.4716815746	47.1791142897	38.3847640297	11.2606331056	8.6	0.249018865669	0.196091663977	14	0.899446356427
expt04_F40F6	8ul-mdc-pk_4np_f40f6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40F6	8ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40F6.fastq.gz	True	5568909	771412	218912	13.85	33.698631635	0	0.0	50.0960329831	3.35260696868	19.5464829805	4.80768263864	27.9	0.108602745236	0.0407998591591	8	0.431139877742
expt10_B4	crystal-violet_4np_b4.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	B4	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_B4.fastq.gz	True	6064971	10886	8465	0.17	33.9361022501	0	0.0	15.4486753968	72.3704061312	3.52825216744	4.357009233	11.79	0.136785146742	0.00648455150964	19	0.0588235294118
expt02_F37G5	protocol-c_4np_f37g5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37G5	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37G5.fastq.gz	False	3193773	1786854	1049719	55.94	34.1692534191	0	0.0	7.17191351221	3.69316473959	76.2348956977	16.716429874	16.09	0.496964110374	0.151007892961	16	0.872146118721
expt11_G1A2	4np_g1a2.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1A2	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1A2.fastq.gz	False	5675064	236282	53705	4.16	32.9598080304	0	0.0	18.9488062835	53.4134166307	8.06524512118	4.56294004801	22.37	0.143627652843	0.00906663536868	1	0.0906148867314
expt10_F2	unstained_4np_f2.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	F2	unstained	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_F2.fastq.gz	False	6153630	1623403	1267346	26.38	33.884570083	0	0.0	9.04859298963	46.961804681	38.8199852901	11.0747282198	8.91	0.299235287598	0.249801942431	17	0.922064955659
expt06_F43B1	25-pcr-cycles_4np_f43b1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43B1	25-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43B1.fastq.gz	False	6290537	683573	493830	10.86	33.4436910553	0	0.0	7.50425638458	68.8362543816	18.1472208312	7.60140210315	9.38	0.156234351527	0.0751151668085	11	0.821484375
expt01_F38E8	pi-stained-frozen_4np_f38e8.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38E8	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38E8.fastq.gz	True	3711357	1375468	824137	37.06	34.3073773286	0	0.0	21.8608870767	14.1744843331	55.0420209955	14.0339158783	12.01	0.403760455402	0.169243860215	14	0.785540915395
expt05_F42A4	frozen-early_4np_f42a4.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42A4	frozen-early	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42A4.fastq.gz	False	6743646	222629	198806	3.3	33.3919572587	0	0.0	1.26475380519	87.1249453563	8.24623455073	5.68294718436	7.36	0.156976513134	0.114477274728	12	0.76124567474
expt03_F41B3	frozen-post-incubation_4np_f41b3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41B3	frozen-post-incubation	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41B3.fastq.gz	False	6465672	4005185	2283313	61.94	33.8731875047	0	0.0	6.41889174843	12.0707334727	77.7686183046	18.3338024771	7.12	0.293549943703	0.248892344708	18	0.865193044503
expt11_G1G2	4np_g1g2.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G2	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G2.fastq.gz	False	4356346	2419884	1583184	55.54	32.8569034691	0	0.0	2.5028280543	14.2776341306	78.6128393665	18.4985051713	8.57	0.28078539108	0.191206243948	16	0.879996930868
expt05_F42B3	frozen-early_4np_f42b3.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42B3	frozen-early	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42B3.fastq.gz	False	6845234	2910039	1583185	42.51	33.361049016	0	0.0	28.8240319472	4.54473208432	56.2573262075	13.3401545706	12.68	0.238412174915	0.122047475133	11	0.792042312778
expt10_C3	crystal-violet_4np_c3.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	C3	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_C3.fastq.gz	True	6656194	9582	7023	0.14	33.9075630909	0	0.0	17.5938880892	70.4117889821	3.57333387017	4.47119691586	11.65	0.147966219413	0.005090813063	1	0.0432276657061
expt09_A4-2	large-kit_4np_a4-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	A4-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_A4-2.fastq.gz	False	4500752	1301686	645359	28.92	33.5129305058	0	0.0	0.0269954107802	38.6194346961	40.9200435926	10.6521891278	23.81	0.236959716848	0.0830814823509	11	0.516157513685
expt01_F38H5	pi-stained_4np_f38h5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38H5	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38H5.fastq.gz	True	3044495	225723	128071	7.41	34.4610317967	0	0.0	44.551850538	21.8428520752	13.162666036	4.54751487919	22.18	0.16357258287	0.0512602329744	8	0.348597595879
expt02_F37G1	protocol-a_4np_f37g1.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37G1	protocol_a	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37G1.fastq.gz	False	2531072	1709671	1149813	67.54	34.4012019413	0	0.0	5.15294884585	4.34597947512	89.1528303191	20.1357130863	5.36	0.529419317879	0.163492855257	10	0.847272074659
expt10_C4	crystal-violet_4np_c4.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	C4	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_C4.fastq.gz	True	5844392	19334	14761	0.33	33.9402906239	0	0.0	15.2392672131	63.8737272493	3.4644622194	4.12043744914	20.21	0.132981362761	0.0095067632992	1	0.0632716049383
expt04_F40G1	1ul-csc-pk_4np_f40g1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40G1	1ul-csc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40G1.fastq.gz	True	4452472	2508454	1299978	56.33	33.5461968093	0	0.0	10.8899983829	4.66324385511	76.3785575679	18.1627991591	11.4	0.376980918499	0.142205334351	12	0.818632002476
expt09_C3-2	large-kit_4np_c3-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	C3-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_C3-2.fastq.gz	False	4846678	1115688	521600	23.01	33.4106588059	0	0.0	0.0653640082002	43.3422796193	32.0838243887	9.38666772305	27.76	0.212928208531	0.0553534227282	10	0.499602438378
expt11_G1E3	4np_g1e3.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1E3	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1E3.fastq.gz	False	5570023	286385	241129	5.14	32.9796426334	0	0.0	0.645453174483	83.8998642739	10.8038003318	6.46659629015	8.76	0.144774543809	0.107802001115	14	0.686037016875
expt04_F40G6	8ul-mdc-pk_4np_f40g6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40G6	8ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40G6.fastq.gz	True	3647343	1508449	601561	41.35	32.7129351421	0	0.0	22.6973034861	3.74866753524	52.0470606814	13.1825180623	23.79	0.312882466738	0.0871746721047	11	0.722484012117
expt11_G1B10	4np_g1b10.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1B10	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1B10.fastq.gz	False	5747169	6259	1698	0.1	32.847687444	0	0.0	18.7854564208	53.9562423136	2.98032292617	3.24017138097	27.12	0.0773594636411	0.00070420468883	12	0.0416666666667
expt11_G1B4	4np_g1b4.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1B4	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1B4.fastq.gz	False	5191558	2274209	962924	43.8	32.9297334249	0	0.0	6.04579418658	21.6901380236	64.0657865743	15.5972675735	11.98	0.254412147679	0.105087878877	12	0.824794080692
expt08_C6-1	unstained_4np_c6-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	C6-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_C6-1.fastq.gz	False	4925920	3115878	969943	63.25	33.5876954965	0	0.0	3.5343035343	7.0576649524	83.6445204866	20.1175780123	10.14	0.339205602363	0.121974120478	13	0.679576617753
expt01_F38B1	unstained_4np_f38b1.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38B1	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38B1.fastq.gz	False	2686018	1850613	1556730	68.89	34.3467407888	0	0.0	2.29788003981	6.82528673241	91.947367892	20.1903842868	3.78	0.5588894585	0.281007012705	18	0.915787824997
expt11_G1B7	4np_g1b7.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1B7	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1B7.fastq.gz	False	5725711	11475	3073	0.2	32.9395091719	0	0.0	19.4421216103	57.1576474336	2.91582049138	3.54199020428	23.25	0.0915860311393	0.000762888412899	15	0.0384615384615
expt02_F37A2	protocol-a_4np_f37a2.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37A2	protocol_a	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37A2.fastq.gz	False	2964067	1695532	1097240	57.2	34.3600974607	0	0.0	4.96341204214	8.37930022368	73.7912816412	17.2950214062	16.8	0.507069623392	0.17031483818	14	0.711430786459
expt01_F38G7	pi-stained-frozen_4np_f38g7.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38G7	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38G7.fastq.gz	True	2317913	390195	244172	16.83	34.3982021758	0	0.0	39.1857430616	17.6594330168	26.1542583276	7.25448754205	18.93	0.268905228272	0.09085707579	15	0.493137413208
expt01_F38B5	pi-stained_4np_f38b5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38B5	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38B5.fastq.gz	True	2505942	393164	235640	15.68	34.4065712614	0	0.0	37.1096789641	20.1031544923	24.3560326423	6.69805862048	20.35	0.211496638002	0.0817024148352	12	0.521996767822
expt01_F38A2	unstained_4np_f38a2.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38A2	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38A2.fastq.gz	False	1791649	1161972	1020009	64.85	34.3777737715	0	0.0	3.70917347318	6.84971417664	88.1893165356	19.9111888042	5.27	0.51940484443	0.221340336258	14	0.91025386094
expt05_F42A2	frozen-late_4np_f42a2.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42A2	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42A2.fastq.gz	False	6394310	636477	454930	9.95	33.3147933084	0	0.0	9.16306349588	66.6996957322	18.1599807831	8.11914484747	10.33	0.166146208664	0.0827000381444	9	0.77683164804
expt04_F40G3	2ul-mdc-pk_4np_f40g3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40G3	2ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40G3.fastq.gz	False	4980651	2514570	1129268	50.48	33.7026228097	0	0.0	16.6081072942	4.3246933162	71.1205252274	16.2186038107	10.87	0.336298110707	0.132742583844	13	0.809018567639
expt08_G5-1	unstained_4np_g5-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	G5-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_G5-1.fastq.gz	False	4392510	1563068	842676	35.58	33.5302530899	0	0.0	33.0001001703	4.39447060002	47.9865771812	11.1810077131	16.75	0.204347390564	0.0965934098178	10	0.715978128797
expt02_F37B6	protocol-c_4np_f37b6.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37B6	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37B6.fastq.gz	False	3524498	1317136	737689	37.37	34.4149441991	0	0.0	24.4061569017	4.29394240318	51.6454816286	12.0566037736	21.97	0.308838133069	0.149878231273	15	0.547474549726
expt11_G1E1	4np_g1e1.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1E1	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1E1.fastq.gz	False	3952305	2074799	1368901	52.49	32.9505994603	0	0.0	2.20629908509	9.05088656789	73.5142903409	16.8326451299	18.54	0.366367095782	0.193069452187	14	0.857750759878
expt02_F37A3	protocol-b_4np_f37a3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37A3	protocol_b	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37A3.fastq.gz	False	1235327	438461	375152	35.49	34.3777906579	0	0.0	3.13082841156	7.42636773391	46.4223267019	10.5542819397	45.27	0.269078333851	0.13701182477	16	0.650283756291
expt04_F40B3	2ul-mdc-pk_4np_f40b3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40B3	2ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40B3.fastq.gz	False	4195404	2268131	1036416	54.06	33.7620655841	0	0.0	18.5522219219	4.13851097696	70.4738164599	17.559139462	9.85	0.312340451092	0.142616120419	14	0.783561362
expt04_F40F2	1ul-mdc-pk_4np_f40f2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40F2	1ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40F2.fastq.gz	False	4702406	2835216	1503334	60.29	33.7056179326	0	0.0	10.3796026066	4.65358013833	80.1253348259	18.624315356	8.34	0.393795226482	0.146635955518	13	0.846723361681
expt09_A1-2	small-kit_4np_a1-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	A1-2	small-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_A1-2.fastq.gz	False	4947540	641361	249040	12.96	33.386241041	0	0.0	52.2427231581	6.21366530984	18.0111121015	4.98955145537	24.6	0.219865109784	0.0364132507849	6	0.400483481064
expt07_F3	unstained_1x4np_f3.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	F3	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_F3.fastq.gz	False	8892023	5469163	3314482	61.5	33.8414749939	0	0.0	8.13023590996	5.05149583129	84.8485151785	19.6845192221	6.57	0.402358098708	0.268771456237	18	0.891593886463
expt05_F42F1	frozen-late_4np_f42f1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42F1	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42F1.fastq.gz	False	2311123	1168205	870485	50.54	33.3274395175	0	0.0	19.4787229808	5.89546594483	67.5530432706	16.6205565065	9.94	0.253771744755	0.159854464364	13	0.819658590308
expt01_F38B9	pi-stained-frozen_4np_f38b9.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38B9	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38B9.fastq.gz	True	3631790	615633	330739	16.95	34.3857433938	0	0.0	37.4033543476	20.8189603902	25.7711827445	8.00027754649	18.23	0.265651639507	0.108462193011	14	0.535100771
expt11_G1B9	4np_g1b9.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1B9	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1B9.fastq.gz	False	5572455	3622556	2307790	65.0	32.9138885823	0	0.0	1.22702469123	9.38508074647	86.0776412184	19.7379131536	7.09	0.290425991619	0.143877820486	15	0.924951565209
expt11_G1H6	gdna-control_g1h6.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1H6	none	gdna-control	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1H6.fastq.gz	False	4190320	1826	1356	0.04	32.8450860555	0	0.0	0.0	94.3740603388	12.4135511677	17.9031773078	5.42	0.0811867294778	0.000381444206449	12	0.0
expt10_G1	unstained_4np_g1.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	G1	unstained	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_G1.fastq.gz	False	5999363	1116074	865317	18.6	33.9407772125	0	0.0	10.4390439044	50.2600260026	32.5662566257	9.74197419742	10.15	0.2400240024	0.157066987471	12	0.882308985616
expt05_F42C2	frozen-late_4np_f42c2.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42C2	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42C2.fastq.gz	False	5044365	2550920	1668386	50.56	33.4243521236	0	0.0	15.1464990881	5.48826421378	73.6410673222	17.4659027833	8.7	0.26663230513	0.247439922537	18	0.733665362267
expt10_F4	crystal-violet_4np_f4.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	F4	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_F4.fastq.gz	True	5802535	13806	10671	0.23	33.9422604086	0	0.0	14.5905801447	73.9714525609	3.5764263724	4.38407100876	10.95	0.133941065931	0.00733546550864	1	0.05
expt11_G1H9	4np_g1h9.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1H9	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1H9.fastq.gz	False	5298544	1191752	308509	22.49	32.7995366274	0	0.0	12.4073499845	34.5433266982	31.028377662	8.99642903584	24.98	0.181048883198	0.0375429124732	8	0.388042203986
expt11_G1A4	4np_g1a4.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1A4	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1A4.fastq.gz	False	5568241	5737	1957	0.1	32.9233163579	0	0.0	20.281998934	54.8137942132	2.51727293756	3.18908209548	24.77	0.103587340219	0.000586837240691	12	0.1
expt07_A3	unstained_1x4np_a3.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	A3	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_A3.fastq.gz	False	7533237	4300384	2004160	57.08	33.8090206109	0	0.0	17.08414639	4.44128071363	72.4234399267	17.076181753	9.55	0.294691569432	0.147134767172	13	0.786618805464
expt10_A1	unstained_4np_a1.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	A1	unstained	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_A1.fastq.gz	False	5478406	1544763	1247757	28.19	33.8995806444	0	0.0	8.89687575295	44.7564452654	41.831981367	12.1596658903	8.23	0.24094450245	0.249479181949	15	0.932960893855
expt07_B3	unstained_1x4np_b3.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	B3	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_B3.fastq.gz	False	8481956	2620922	826270	30.89	33.763266987	0	0.0	38.6389144987	3.73692227522	41.5971860344	10.1154447429	18.03	0.210446145829	0.0675596373346	12	0.493376764387
expt02_F37C1	protocol-a_4np_f37c1.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37C1	protocol_a	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37C1.fastq.gz	False	2230153	835048	288864	37.44	34.4382013252	0	0.0	29.0832683904	3.71309348828	46.5073837685	10.2475066834	22.97	0.300875003699	0.0340072180981	5	0.411993097498
expt11_G1G9	4np_g1g9.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G9	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G9.fastq.gz	False	5578777	3776528	2508774	67.69	32.8959623229	0	0.0	0.94055529903	6.79066872779	88.7243781494	19.8861697215	7.55	0.271024472506	0.242510489716	19	0.881548699335
expt02_F37C6	protocol-c_4np_f37c6.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37C6	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37C6.fastq.gz	False	3144539	1799294	1049653	57.21	34.314414927	0	0.0	8.51267289056	4.19472184706	82.2520382109	17.4817867248	8.56	0.49390261936	0.168260907837	14	0.857005841835
expt11_G1H8	water-control_g1h8.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1H8	none	water-control	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1H8.fastq.gz	False	4494656	2979704	1980070	66.29	32.8385889821	0	0.0	1.36060551451	8.07853266855	87.4421817745	18.9043070824	6.68	0.198233916021	0.20694815293	18	0.835601871544
expt11_G1A10	4np_g1a10.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1A10	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1A10.fastq.gz	False	4791015	6582	5529	0.13	32.7041850213	0	0.0	0.214400929739	89.542444371	5.35902136996	7.19445362828	9.39	0.167312875076	0.00396115137467	17	0.0444444444444
expt09_B4-2	large-kit_4np_b4-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	B4-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_B4-2.fastq.gz	False	4874830	1781258	985259	36.53	33.5213529497	0	0.0	0.0462371968197	34.0175098254	49.666790636	12.5684762833	19.82	0.225155045383	0.122531615856	15	0.649305555556
expt10_H5	cresyl-violet_4np_h5.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	H5	cresyl-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_H5.fastq.gz	False	5781412	951237	680295	16.45	33.9129693577	0	0.0	12.4177367576	56.0774478331	25.5467495987	8.37680577849	9.5	0.199638844302	0.123382529855	14	0.869084423306
